Submission ID,Respondent ID,Submitted at,Store Name,Kya staff nein price change ke baare mein inform kiya?,"Jaane ke pehle kabhi bhi,
kya customer nein,
item price ya total price ke liye bill check kiya?","Price ke baare mein, 
kya customer nein ek bhi word bola?","Kya kya bola? 
(multiple options select kar sakte hain)","Price ke baare mein, 
kya customer nein bina kuch bole, 
koi bhi reaction diya?","Kya kya reaction diye? 
(multiple options select kar sakte hain)",Bill ka kya hua?,Bill Number (if bill bana) or Patient ID (compulsory if bill nahin bana),Optional sawaal - aapki koi raay ya customer ke koi emotions?
RW5B0yd,A7AJlde,2026-05-15 13:01:46,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-513859,
J1Ak2Vd,A7AJlde,2026-05-15 13:03:47,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-513860,
Z96Rd0z,A7AJlde,2026-05-15 13:05:32,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-513861,
bZx4kjE,ja54xQY,2026-05-15 13:06:14,Bandra Hill Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-153977,
q5AEB15,pbRdLAZ,2026-05-15 13:08:35,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-394670,
9NDJ18E,pbRdLAZ,2026-05-15 13:08:52,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-394672,
rDArE5l,ja54xQY,2026-05-15 13:09:36,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-153978,
GedB0Kp,gDYAZLO,2026-05-15 13:09:40,Bandra Hill Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDRA-356031,
Qo5B05A,PdvE0Ad,2026-05-15 13:10:06,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196314,
X5WBqWd,gDYAZLO,2026-05-15 13:10:08,Bandra Hill Road,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZBDRA-356032,
9NDJlOK,gDYAZLO,2026-05-15 13:10:36,Bandra Hill Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDRA-356030,
YjWzdxW,gDYAZLO,2026-05-15 13:11:13,Bandra Hill Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDRA-356029,
bZx4OvZ,ja54xQY,2026-05-15 13:11:17,Colaba,No,No,No,,No,,Bana hi nahin. Customer chale gaye.,No number ,Due to lack of stock 
aOYrGlB,pbRdLAZ,2026-05-15 13:11:28,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-394673,
YjWzdeB,gDYAZLO,2026-05-15 13:11:36,Bandra Hill Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDRA-356028,
RW5BRaj,PdvE0Ad,2026-05-15 13:15:25,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196315,
jeQ9WLx,PdvE0Ad,2026-05-15 13:17:50,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196316,
yX9qv5x,ja54xQY,2026-05-15 13:19:37,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-153980,
YjWzYN5,pbRdLAZ,2026-05-15 13:20:04,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-394675,
yX9qEY6,pbRdLAZ,2026-05-15 13:20:54,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-394676,
rDArd15,PdvE0Ad,2026-05-15 13:22:45,Khar,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196317,
KplBJZK,gDYAZLO,2026-05-15 13:22:49,Bandra Hill Road,No,Yes,Yes,"Ab kuch saste nhi ho tum log, Mol bhaav kiya (eg ""Discount badha do"")",,,Partial- due to medicines which is needed not available,ZBDRA-356034,
xVaNPK5,A7AJlde,2026-05-15 13:23:50,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-513863,
Qo5BB27,ja54xQY,2026-05-15 13:24:09,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-153982,
dbx22AN,gDYAZLO,2026-05-15 13:25:12,Bandra Hill Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDRA-356035 / ZBDRA-356037,
rDArrVp,ja54xQY,2026-05-15 13:25:23,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-153983,
J1AkkWR,eqKDBYx,2026-05-15 13:26:01,Goregaon W SV Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68202,
J1AkkBo,A7AJlde,2026-05-15 13:26:17,Sanpada,No,No,Yes,"Confirm kiya (eg ""Rate badha hai kya?""), Remebered and pulled history of previous bill.",No,,No change. Jaisa ban na tha bana.,SANP-513864,
GedBB2e,A7AJlde,2026-05-15 13:27:46,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-513866,
dbx2Zbd,eqKDBYx,2026-05-15 13:28:11,Goregaon W SV Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68203,
o9MV0B1,pbRdLAZ,2026-05-15 13:29:11,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-394677,
KplBP0M,PdvE0Ad,2026-05-15 13:29:14,Khar,No,Yes,Yes,Compared prices between ethical and generic,,,No change. Jaisa ban na tha bana.,ZKRWT-196318,
X5WBRvg,PdvE0Ad,2026-05-15 13:30:52,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196321,
X5WBOM4,ja54xQY,2026-05-15 13:33:22,Colaba,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-153984,
OQ5B8dp,ja54xQY,2026-05-15 13:33:47,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-153985,
OQ5Bd4A,gDYAZLO,2026-05-15 13:36:13,Bandra Hill Road,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZBDRA-356038,
GedBX7j,eqKDBYx,2026-05-15 13:38:05,Goregaon W SV Road,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68205,
6D2QABA,A7AJlde,2026-05-15 13:39:00,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-513868,
NqWBbqQ,eqKDBYx,2026-05-15 13:39:54,Goregaon W SV Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68206,
gbMNJYD,ja54xQY,2026-05-15 13:41:26,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-153986,
RW5BbgJ,ja54xQY,2026-05-15 13:42:07,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-153987,
rDArJZp,pbRdLAZ,2026-05-15 13:42:50,Goregaon,No,No,Yes,Discount mange,,,No change. Jaisa ban na tha bana.,ZGORE-394680,
ladlMrB,PdvE0Ad,2026-05-15 13:44:06,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196327,
xVaNvvE,pbRdLAZ,2026-05-15 13:49:16,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-394682,
DqdvMbE,pbRdLAZ,2026-05-15 13:49:33,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-394683,
YjWz9y0,ja54xQY,2026-05-15 13:53:45,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-153988,
Vp51NAl,gDYAZLO,2026-05-15 13:53:51,Bandra Hill Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDRA-356040,
EqQb6EL,pbRdLAZ,2026-05-15 13:53:52,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-394684,
xVaN62k,PdvE0Ad,2026-05-15 13:56:22,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196329,
Z96RQ0V,PdvE0Ad,2026-05-15 13:58:27,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196330,
2jNxVBj,PdvE0Ad,2026-05-15 13:59:08,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196331,
M1zdPRX,PdvE0Ad,2026-05-15 13:59:29,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196332,
q5AEgWk,gDYAZLO,2026-05-15 14:00:05,Bandra Hill Road,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZBDRA-356041,
vXyxg10,A7AJlde,2026-05-15 14:01:15,Sanpada,No,No,Yes,"Just kept asking for discount, said nothing regarding price hike. Got 59/- based on coins., Mol bhaav kiya (eg ""Discount badha do"")",,,No change. Jaisa ban na tha bana.,SANP-513874,
BEkb6P4,PdvE0Ad,2026-05-15 14:02:20,Khar,No,Yes,No,,Yes,Eye brow upar ki,No change. Jaisa ban na tha bana.,ZKRWT-196333,
rDArpll,A7AJlde,2026-05-15 14:03:26,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-513875,
kb6RpY1,ja54xQY,2026-05-15 14:03:27,Colaba,No,No,Yes,Discount kitna hai,,,No change. Jaisa ban na tha bana.,ZCLBA-153989,
7X29eB9,A7AJlde,2026-05-15 14:06:21,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-513877,
vXyxb2D,ja54xQY,2026-05-15 14:07:40,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-153991,
0V6j5aZ,gDYAZLO,2026-05-15 14:08:34,Bandra Hill Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDRA-356043,
peBP9zZ,eqKDBYx,2026-05-15 14:08:40,Goregaon W SV Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68207,
gbMNrlD,PdvE0Ad,2026-05-15 14:09:45,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196335,
DqdvyQR,A7AJlde,2026-05-15 14:10:06,Sanpada,No,No,No,,Yes,Eye brow upar ki,No change. Jaisa ban na tha bana.,SANP-513878,
o9MV16e,ja54xQY,2026-05-15 14:10:24,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-153992,
peBP1G1,A7AJlde,2026-05-15 14:11:42,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-513879,
PR5BWD5,A7AJlde,2026-05-15 14:14:32,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-513880,
6D2QGDA,pbRdLAZ,2026-05-15 14:18:00,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-394685,
EqQbedB,pbRdLAZ,2026-05-15 14:18:17,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-394686,
J1AkbVY,ja54xQY,2026-05-15 14:19:23,Colaba,No,Yes,No,,Yes,Eye brow upar ki,No change. Jaisa ban na tha bana.,ZCLBA-153994,He want a black polythene for medicine because they don't want anyone to see his medicine 
5X1qopv,PdvE0Ad,2026-05-15 14:19:42,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196338,
KplBAOg,ja54xQY,2026-05-15 14:20:03,Colaba,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-153995,
WJ5p6OQ,A7AJlde,2026-05-15 14:21:40,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-513883,
BEkbYa4,PdvE0Ad,2026-05-15 14:21:47,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196339,
xVaN7rE,eqKDBYx,2026-05-15 14:21:49,Goregaon W SV Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68209,
PR5BNlV,A7AJlde,2026-05-15 14:22:48,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-513884,
OQ5BZkp,ja54xQY,2026-05-15 14:23:34,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-153997,
rDArQxl,A7AJlde,2026-05-15 14:25:14,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-513886,
4axN0xd,pbRdLAZ,2026-05-15 14:26:13,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-294688,
kb6R8dR,PdvE0Ad,2026-05-15 14:29:31,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196340,
Qo5BN18,A7AJlde,2026-05-15 14:29:41,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-513888,
gbMN8GN,A7AJlde,2026-05-15 14:30:09,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-513889,
PR5BZ5Q,eqKDBYx,2026-05-15 14:30:17,Goregaon W SV Road,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,"Zgwsv-68210 ,68212",
BEkbJRA,PdvE0Ad,2026-05-15 14:32:27,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196341,
5X1qPoE,eqKDBYx,2026-05-15 14:35:59,Goregaon W SV Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68213,
ArLbXKl,PdvE0Ad,2026-05-15 14:37:25,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196343,
RW5B94j,gDYAZLO,2026-05-15 14:38:07,Bandra Hill Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDRA-356044,
ladlEkN,PdvE0Ad,2026-05-15 14:40:08,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196344,
1W72eAM,A7AJlde,2026-05-15 14:41:02,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-513894,
4axN6Jo,pbRdLAZ,2026-05-15 14:41:24,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-394690,
OQ5B2Gk,pbRdLAZ,2026-05-15 14:41:42,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-394691,
J1AkPGJ,eqKDBYx,2026-05-15 14:43:12,Goregaon W SV Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68215,
2jNxWQ9,A7AJlde,2026-05-15 14:44:33,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-513895,
Dqdvjp5,ja54xQY,2026-05-15 14:45:11,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-153999,
Qo5BbxY,pbRdLAZ,2026-05-15 14:46:16,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-394692,
e5exVP0,A7AJlde,2026-05-15 14:47:12,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-513897,
KplBXpX,A7AJlde,2026-05-15 14:48:48,Sanpada,No,No,Yes,"Confirm kiya (eg ""Rate badha hai kya?""), Hairaan hue (eg ""Arre phir se rate badha diye?""), Said ""Rate bhadte hi jaa rha hai.""",,,No change. Jaisa ban na tha bana.,SANP-513896,
KplBX48,ja54xQY,2026-05-15 14:51:30,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154000,
9NDJeAp,eqKDBYx,2026-05-15 14:51:43,Goregaon W SV Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68216,
RW5BpxQ,ja54xQY,2026-05-15 14:52:48,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154001,
yX9qL1W,ja54xQY,2026-05-15 14:54:40,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154002,
5X1qRyd,gDYAZLO,2026-05-15 14:56:10,Bandra Hill Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDRA-356045,
peBP8Oy,eqKDBYx,2026-05-15 14:57:01,Goregaon W SV Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68217,
PR5BVaV,PdvE0Ad,2026-05-15 14:59:57,Khar,No,Yes,Yes,"Confirm kiya (eg ""Rate badha hai kya?"")",,,No change. Jaisa ban na tha bana.,ZKRWT-1963436,
kb6RVN6,PdvE0Ad,2026-05-15 15:00:42,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196347,
kb6RV7Z,ja54xQY,2026-05-15 15:01:30,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154004,
RW5B7lJ,PdvE0Ad,2026-05-15 15:02:29,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196348,
vXyx7Gl,A7AJlde,2026-05-15 15:03:56,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-513903,
1W72Z9Q,pbRdLAZ,2026-05-15 15:04:30,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-394694,
Qo5BgJk,A7AJlde,2026-05-15 15:05:14,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-513904,
9NDJLr5,ja54xQY,2026-05-15 15:06:02,Colaba,No,No,Yes,"Confirm kiya (eg ""Rate badha hai kya?"")",,,No change. Jaisa ban na tha bana.,ZCLBA-154006,
bZx2V6E,eqKDBYx,2026-05-15 15:09:33,Goregaon W SV Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68218,
DqdX2Mp,ja54xQY,2026-05-15 15:09:36,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154007,
PR52doe,ja54xQY,2026-05-15 15:14:38,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154008,
aOYjO02,eqKDBYx,2026-05-15 15:16:15,Goregaon W SV Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68220,
Qo5xolk,A7AJlde,2026-05-15 15:18:07,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-513907,
lad0axV,ja54xQY,2026-05-15 15:18:21,Colaba,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154009,
ArL6zKD,eqKDBYx,2026-05-15 15:19:04,Goregaon W SV Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68221,
peB0d0V,A7AJlde,2026-05-15 15:24:04,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-513909,
rDA0aeR,A7AJlde,2026-05-15 15:30:04,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-513909,
J1AeMKY,PdvE0Ad,2026-05-16 05:18:22,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196377,
RW5bkWP,PdvE0Ad,2026-05-16 05:18:39,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196378,
o9M5vgX,PdvE0Ad,2026-05-16 05:22:54,Khar,No,Yes,No,,Yes,Eye brow upar ki,Bana hi nahin. Customer chale gaye.,35515388,Rovasaid gold 20 customer wanted to buy 4 strips saw the price and was disappointed said I will come later 
BEkj0PQ,ja54xQY,2026-05-16 05:25:45,Colaba,No,No,Yes,"Confirm kiya (eg ""Rate badha hai kya?"")",,,No change. Jaisa ban na tha bana.,ZCLBA-154026,
YjWJ9kB,pbRdLAZ,2026-05-16 05:30:10,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-394724,
rDAJqAM,ja54xQY,2026-05-16 05:35:07,Colaba,No,No,Yes,"Confirm kiya (eg ""Rate badha hai kya?"")",,,No change. Jaisa ban na tha bana.,ZCLBA-154027,
vXyJWzl,PdvE0Ad,2026-05-16 05:37:47,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196380,
kb6JrjM,PdvE0Ad,2026-05-16 05:39:26,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196381,
8NQ62Lz,ja54xQY,2026-05-16 05:42:15,Colaba,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154029,
rDAJgO2,PdvE0Ad,2026-05-16 05:42:19,Khar,No,Yes,No,,Yes,Eye brow upar ki,No change. Jaisa ban na tha bana.,ZKRWT-196382,Repeated the price amount twice but buyed later
RW5b2pl,PdvE0Ad,2026-05-16 05:48:12,Khar,No,Yes,No,,No,,New customer,ZKRWT-196383,
GedqgRO,ja54xQY,2026-05-16 05:50:15,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154030,Other medicine not available in stock 
OQ5byPM,PdvE0Ad,2026-05-16 05:58:39,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196385,
gbMJrpd,pbRdLAZ,2026-05-16 06:01:01,Goregaon,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-394725,
kb6J1ko,PdvE0Ad,2026-05-16 06:07:25,Khar,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196387,
bZxYEoo,PdvE0Ad,2026-05-16 06:17:15,Khar,No,Yes,Yes,"Confirm kiya (eg ""Rate badha hai kya?""), Reason poocha (eg ""Kyun badhaaya?""), Mol bhaav kiya (eg ""Discount badha do"")",,,Bana hi nahin. Customer chale gaye.,41034508,Customer was dissatisfied with the price change of medicine(Goodcaltrol tm 500) he didn't buy the medicines 
xVaR7pE,PdvE0Ad,2026-05-16 06:27:07,Khar,No,Yes,Yes,Kitna coins hai?,No,,No change. Jaisa ban na tha bana.,ZKRWT-196388,She said that now she buys medicines from other medical recommended by doctor as zeno don't give discount also
aOYAJzb,PdvE0Ad,2026-05-16 06:36:37,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196389,
PR5bQgV,ja54xQY,2026-05-16 06:37:08,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154033,
X5W8ApV,ja54xQY,2026-05-16 06:38:51,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154031,
q5AJ8z5,PdvE0Ad,2026-05-16 06:43:20,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196391,
NqWb2O0,ja54xQY,2026-05-16 06:43:37,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154034,
Qo5zNl8,PdvE0Ad,2026-05-16 06:44:57,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196392,
e5e0WVe,PdvE0Ad,2026-05-16 06:52:24,Khar,No,Yes,No,,No,,New customer,ZKRWT-196393,
bZxYpJE,PdvE0Ad,2026-05-16 07:06:08,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196395,
Vp5bK0v,pbRdLAZ,2026-05-16 07:08:47,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-394734,
bZxYolo,pbRdLAZ,2026-05-16 07:09:02,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-394735,
GedqZ0j,pbRdLAZ,2026-05-16 07:09:18,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-394736,
bZxYo82,ja54xQY,2026-05-16 07:09:42,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154037,
NqWbaeb,ja54xQY,2026-05-16 07:13:56,Colaba,No,Yes,No,,No,,Bana hi nahin. Customer chale gaye.,9769885491,Customer ko 3 din ke liye dwa bol  rha tha 
Qo5zGxg,ja54xQY,2026-05-16 07:17:06,Colaba,No,No,No,,No,,Bana hi nahin. Customer chale gaye.,No number ,Agar koi customer morning me order kare toh shaam tak wo dwa mil jaye 
5X1eRdN,PdvE0Ad,2026-05-16 07:22:47,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196398,
vXyJoA8,pbRdLAZ,2026-05-16 07:29:19,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-394737,
aOYA8Dy,pbRdLAZ,2026-05-16 07:37:00,Goregaon,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,GORE-394739,
jeQJdoQ,PdvE0Ad,2026-05-16 07:42:14,Khar,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196401,
ArLjPoD,PdvE0Ad,2026-05-16 07:53:42,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196404,
Z96Z9xa,pbRdLAZ,2026-05-16 08:05:32,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-394745,
2jNDBOL,PdvE0Ad,2026-05-16 08:16:00,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196408,
6D2pezo,PdvE0Ad,2026-05-16 08:17:43,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196409,
BEk2XQ4,pbRdLAZ,2026-05-16 08:54:35,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-394754,
bZx6LAZ,PdvE0Ad,2026-05-16 09:21:06,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196414,
LDW6JPy,ja54xQY,2026-05-16 09:31:54,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154039,
BEk2QBQ,PdvE0Ad,2026-05-16 09:32:49,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196416,
e5eYNWE,ja54xQY,2026-05-16 09:48:29,Colaba,No,Yes,No,,Yes,Eye brow upar ki,No change. Jaisa ban na tha bana.,ZCLBA-154040,
o9MklO1,ja54xQY,2026-05-16 09:51:42,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154041,
X5W2z5L,ja54xQY,2026-05-16 10:14:20,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154042,
4axpzaA,PdvE0Ad,2026-05-16 10:14:23,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196418,
4axpzDX,PdvE0Ad,2026-05-16 10:17:59,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196419,
yX9d7Yd,PdvE0Ad,2026-05-16 10:26:45,Khar,No,Yes,Yes,"Confirm kiya (eg ""Rate badha hai kya?""), Reason poocha (eg ""Kyun badhaaya?"")",,,No change. Jaisa ban na tha bana.,ZKRWT-196421,
q5AkNO9,PdvE0Ad,2026-05-16 10:27:35,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196422,
ladM9Mk,PdvE0Ad,2026-05-16 10:58:38,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196423,
5X1po2P,PdvE0Ad,2026-05-16 11:03:07,Khar,No,Yes,No,,No,,New customer,ZKRWT-196424,
4axpVN5,PdvE0Ad,2026-05-16 11:26:10,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196425,
GedQAqe,pbRdLAZ,2026-05-16 11:26:33,Goregaon,No,No,Yes,"Confirm kiya (eg ""Rate badha hai kya?""), Pehle maine liya tha kam tha abhi itna badh gya",,,No change. Jaisa ban na tha bana.,ZGORE-394769,
X5W2VPd,ja54xQY,2026-05-16 12:08:43,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154048,
KplkzAM,PdvE0Ad,2026-05-16 12:24:27,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196428,
gbMvevP,PdvE0Ad,2026-05-16 12:28:08,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196429,
PR5k1Qe,pbRdLAZ,2026-05-16 12:33:49,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-394774,
