Submission ID,Respondent ID,Submitted at,Store Name,Kya staff nein price change ke baare mein inform kiya?,"Jaane ke pehle kabhi bhi,
kya customer nein,
item price ya total price ke liye bill check kiya?","Price ke baare mein, 
kya customer nein ek bhi word bola?","Kya kya bola? 
(multiple options select kar sakte hain)","Price ke baare mein, 
kya customer nein bina kuch bole, 
koi bhi reaction diya?","Kya kya reaction diye? 
(multiple options select kar sakte hain)",Bill ka kya hua?,Bill Number (if bill bana) or Patient ID (compulsory if bill nahin bana),Optional sawaal - aapki koi raay ya customer ke koi emotions?
jeyZkV9,ja54xQY,2026-05-20 10:34:25,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154332,
e56Mvyl,PdvE0Ad,2026-05-20 10:37:49,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196912,
1WlX61L,A7AJlde,2026-05-20 10:39:40,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-514766,
RW0xjoK,A7AJlde,2026-05-20 10:40:26,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-514767,Extension of bill SANP-514766.
J16qozK,pbRdLAZ,2026-05-20 10:40:38,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-395232,
xVpr6P5,A7AJlde,2026-05-20 10:46:30,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-514768,
Z9N8Q4o,PdvE0Ad,2026-05-20 10:49:14,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196913,
6D7L4Bo,A7AJlde,2026-05-20 10:53:11,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-514769,
Kp6zg8z,PdvE0Ad,2026-05-20 10:55:51,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196914,
Vp0Gyp6,A7AJlde,2026-05-20 10:58:40,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-514770,
yX6Mklg,ja54xQY,2026-05-20 10:59:34,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154337,
gb0aPMP,pbRdLAZ,2026-05-20 11:21:23,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-395225,
WJN2b7k,A7AJlde,2026-05-20 11:23:58,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-514778,
xVpr8VG,ja54xQY,2026-05-20 11:24:57,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154339,
EqXK742,jaJ5ODJ,2026-05-20 11:32:36,Khanda Colony,No,No,Yes,"Reason poocha (eg ""Kyun badhaaya?"")",,,No change. Jaisa ban na tha bana.,ZKHAN-312179,
rD65Zjo,A7AJlde,2026-05-20 11:32:49,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-514781,
Gez6P4L,A7AJlde,2026-05-20 11:35:26,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-514782,
YjQP60v,A7AJlde,2026-05-20 11:37:24,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-514783,
RW0xNvl,jaJ5ODJ,2026-05-20 11:38:54,Khanda Colony,No,No,No,,Yes,Head shake kiya ,No change. Jaisa ban na tha bana.,ZKHAN-312180,
EqXK26N,A7AJlde,2026-05-20 11:43:37,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-514784,
layBp6W,gDYAZLO,2026-05-20 11:46:15,Bandra Hill Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDRA-356686,
gb0aB01,gDYAZLO,2026-05-20 11:46:34,Bandra Hill Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDRA-356689,
q5dLyPk,gDYAZLO,2026-05-20 11:46:50,Bandra Hill Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDRA-356690,
Gez6MYe,gDYAZLO,2026-05-20 11:47:23,Bandra Hill Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDRA-356694,
BEXav55,gDYAZLO,2026-05-20 11:48:20,Bandra Hill Road,No,Yes,Yes,Checked for the bill amount and also the coins discount,,,No change. Jaisa ban na tha bana.,ZBDRA-356695,
Z9N8xXy,gDYAZLO,2026-05-20 11:48:37,Bandra Hill Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDRA-356696,
1WlX89p,jaJ5ODJ,2026-05-20 11:50:46,Khanda Colony,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZKHAN-312181,
2jeX0Re,A7AJlde,2026-05-20 11:52:36,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-514785,
db6ErGo,A7AJlde,2026-05-20 11:53:32,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-514786,
M1bXBjp,pbRdLAZ,2026-05-20 11:53:37,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-395238,
Gez6WWj,pbRdLAZ,2026-05-20 11:54:13,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-395237,
rD65x8X,ja54xQY,2026-05-20 12:02:32,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154347,
QoD1gAk,ja54xQY,2026-05-20 12:04:32,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154348,
LDb9Ad2,A7AJlde,2026-05-20 12:04:34,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-514786,
9NWBLlK,A7AJlde,2026-05-20 12:04:47,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-514787,
Kp6eQV8,pbRdLAZ,2026-05-20 12:08:18,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-395241,
8NKzNj5,jaJ5ODJ,2026-05-20 12:16:58,Khanda Colony,No,Yes,Yes,"Confirm kiya (eg ""Rate badha hai kya?"")",,,No change. Jaisa ban na tha bana.,ZKHAN-312187,
e56DDEq,PdvE0Ad,2026-05-20 12:24:30,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196928,
LDbzzyp,gDYAZLO,2026-05-20 12:25:52,Bandra Hill Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDRA-356701,
bZ799yZ,PdvE0Ad,2026-05-20 12:25:56,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196929,
8NKzzV5,gDYAZLO,2026-05-20 12:26:11,Bandra Hill Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDRA-356703,
EqX5del,gDYAZLO,2026-05-20 12:29:53,Bandra Hill Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDRA-356705,
Z9NoEBo,gDYAZLO,2026-05-20 12:30:15,Bandra Hill Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDRA-356706,
Z9NoEqy,gDYAZLO,2026-05-20 12:30:42,Bandra Hill Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDRA-356707,
PR6D9pd,gDYAZLO,2026-05-20 12:31:07,Bandra Hill Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDRA-356708,
Z9NoOOA,gDYAZLO,2026-05-20 12:31:25,Bandra Hill Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDRA-356709,
aO6e4xX,gDYAZLO,2026-05-20 12:31:55,Bandra Hill Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDRA-356710,
M1bDRbX,gDYAZLO,2026-05-20 12:39:25,Bandra Hill Road,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZBDRA-356712,
DqNKzbN,ja54xQY,2026-05-20 12:40:57,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154349,
GezKlAo,ja54xQY,2026-05-20 12:41:45,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154353,
Vp0j5Qj,gDYAZLO,2026-05-20 12:43:00,Bandra Hill Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDRA-356713,Bought for someone else 
7XWb2DP,PdvE0Ad,2026-05-20 12:43:43,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196931,
kby96OJ,PdvE0Ad,2026-05-20 12:44:19,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196930,
1Wlk7GO,jaJ5ODJ,2026-05-20 12:44:20,Khanda Colony,No,Yes,Yes,"Confirm kiya (eg ""Rate badha hai kya?"")",,,No change. Jaisa ban na tha bana.,ZKHAN-312190,
YjQRW25,jaJ5ODJ,2026-05-20 12:45:59,Khanda Colony,No,Yes,Yes,"Confirm kiya (eg ""Rate badha hai kya?"")",,,No change. Jaisa ban na tha bana.,ZKHAN-312192,
4a8Bx5O,PdvE0Ad,2026-05-20 12:46:05,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196929,
EqX5X2B,A7AJlde,2026-05-20 12:49:53,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-514796,
WJNrNxN,A7AJlde,2026-05-20 12:50:07,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-514797,
Kp6eMWV,A7AJlde,2026-05-20 12:52:26,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-514798,
e56DBz0,pbRdLAZ,2026-05-20 12:52:43,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-395252,
6D7ed9B,ja54xQY,2026-05-20 12:53:03,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154354,
ArdKlOB,ja54xQY,2026-05-20 12:53:15,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154355,
db6NYLd,A7AJlde,2026-05-20 12:54:29,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-514800,
jeybMEJ,A7AJlde,2026-05-20 12:56:46,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-514801,
M1bD5bM,ja54xQY,2026-05-20 12:59:16,Colaba,No,No,No,"Confirm kiya (eg ""Rate badha hai kya?"")",No,,No change. Jaisa ban na tha bana.,ZCLBA-154356,
rD6BErM,pbRdLAZ,2026-05-20 12:59:50,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-395254,
rD6BEJL,A7AJlde,2026-05-20 13:00:09,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-514802,
RW0dR44,A7AJlde,2026-05-20 13:03:02,Sanpada,No,No,No,,Yes,Eye brow upar ki,No change. Jaisa ban na tha bana.,SANP-514803,
DqNK5DR,A7AJlde,2026-05-20 13:03:19,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-514804,
aO6e0Zq,A7AJlde,2026-05-20 13:03:37,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-514805,
e56DL8Q,A7AJlde,2026-05-20 13:04:30,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-514806,
vXArLjQ,A7AJlde,2026-05-20 13:05:41,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-514807,
o9yDdM5,gDYAZLO,2026-05-20 13:06:22,Bandra Hill Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDRA-356713,
yX6Nvyd,gDYAZLO,2026-05-20 13:06:37,Bandra Hill Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDRA-356715,
Z9NoYYV,gDYAZLO,2026-05-20 13:06:54,Bandra Hill Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDRA-356716,
gb0eZND,A7AJlde,2026-05-20 13:07:04,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-514808,
9NWXv2V,gDYAZLO,2026-05-20 13:07:17,Bandra Hill Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDRA-356717,
db6NjKK,pbRdLAZ,2026-05-20 13:07:19,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-395258,
zEqNJGR,ja54xQY,2026-05-20 13:07:24,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154357,
Nq6DJyl,ja54xQY,2026-05-20 13:11:45,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154358,
o9yDVex,PdvE0Ad,2026-05-20 13:13:33,Khar,No,Yes,No,,No,,Partial bana. Customer nein item kam kiye,ZKRWT-196938,
q5daEbY,pbRdLAZ,2026-05-20 13:14:03,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-395263,
M1bDdV8,A7AJlde,2026-05-20 13:15:16,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-514811,
peKdPYJ,gDYAZLO,2026-05-20 13:16:10,Bandra Hill Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDRA-356719,
Vp0j1Wg,A7AJlde,2026-05-20 13:16:13,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-514813,
6D7eQae,A7AJlde,2026-05-20 13:16:46,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-514812,
OQzljdK,A7AJlde,2026-05-20 13:18:53,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-514815,
J16dVrr,A7AJlde,2026-05-20 13:19:58,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-514816,
vXArqMA,jaJ5ODJ,2026-05-20 13:20:58,Khanda Colony,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZKHAN-312194,
QoDM8O8,A7AJlde,2026-05-20 13:22:31,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-514818,
1WlkG6Q,PdvE0Ad,2026-05-20 13:22:36,Khar,No,Yes,Yes,Price pucha,,,No change. Jaisa ban na tha bana.,ZKRWT-196940,
PR6D8Jx,A7AJlde,2026-05-20 13:23:34,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-514819,
DqNK0Ll,A7AJlde,2026-05-20 13:23:56,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-514820,
Z9Novra,PdvE0Ad,2026-05-20 13:27:12,Khar,No,Yes,Yes,Bas 78 rs,Yes,,No change. Jaisa ban na tha bana.,ZKRWT-196941,
Vp0jbYa,PdvE0Ad,2026-05-20 13:29:01,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196942,
M1bD6Gl,jaJ5ODJ,2026-05-20 13:29:49,Khanda Colony,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKHAN-312196,
o9yD51x,A7AJlde,2026-05-20 13:30:07,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-514821,
Vp0j4El,A7AJlde,2026-05-20 13:31:21,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-514822,
8NKzRPO,jaJ5ODJ,2026-05-20 13:32:40,Khanda Colony,No,No,Yes,"Confirm kiya (eg ""Rate badha hai kya?"")",,,No change. Jaisa ban na tha bana.,ZKHAN-312197,
aO6evXy,PdvE0Ad,2026-05-20 13:37:23,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196945,
OQzlkqk,ja54xQY,2026-05-20 13:37:33,Colaba,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154362,
YjQRkAv,PdvE0Ad,2026-05-20 13:37:49,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196944,
WJNr1vv,ja54xQY,2026-05-20 13:38:22,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154361,
YjQR9DB,PdvE0Ad,2026-05-20 13:38:31,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196945,
Vp0jNQv,ja54xQY,2026-05-20 13:38:55,Colaba,No,No,Yes,"Confirm kiya (eg ""Rate badha hai kya?"")",,,No change. Jaisa ban na tha bana.,ZCLBA-154363,
o9yDzd5,PdvE0Ad,2026-05-20 13:39:43,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196947,
1WlkR2b,jaJ5ODJ,2026-05-20 13:39:53,Khanda Colony,Yes,,No,,No,,No change. Jaisa ban na tha bana.,ZKHAN-312200,
PR6DrbB,pbRdLAZ,2026-05-20 13:40:11,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-395266,
M1bDVGM,pbRdLAZ,2026-05-20 13:40:33,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-395267,
0Vx7G26,jaJ5ODJ,2026-05-20 13:49:27,Khanda Colony,Yes,,Yes,"Confirm kiya (eg ""Rate badha hai kya?"")",,,No change. Jaisa ban na tha bana.,ZKHAN-312202,
Vp0jd1y,ja54xQY,2026-05-20 13:50:50,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154366,
o9yDp5e,ja54xQY,2026-05-20 13:51:05,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154367,
EqX5gMN,ja54xQY,2026-05-20 13:51:18,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154368,
YjQRyA0,ja54xQY,2026-05-20 13:56:14,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154369,
jeyb211,ja54xQY,2026-05-20 13:56:44,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154370,
Vp0jApy,gDYAZLO,2026-05-20 13:57:06,Bandra Hill Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDRA-356722,
Kp6eZ67,gDYAZLO,2026-05-20 13:57:46,Bandra Hill Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDRA-356723,
OQzl9Yp,gDYAZLO,2026-05-20 13:58:11,Bandra Hill Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDRA-356724,
WJNrBlL,gDYAZLO,2026-05-20 13:58:29,Bandra Hill Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDRA-356725,
aO6egvZ,jaJ5ODJ,2026-05-20 13:58:49,Khanda Colony,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKHAN-312206,
gb0e1vP,gDYAZLO,2026-05-20 13:58:50,Bandra Hill Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDRA-356726,
o9yD1px,gDYAZLO,2026-05-20 13:59:08,Bandra Hill Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDRA-356727,
vXAr1V0,gDYAZLO,2026-05-20 13:59:28,Bandra Hill Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDRA-356728,
bZ79y1o,gDYAZLO,2026-05-20 13:59:45,Bandra Hill Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDRA-356729,
BEXKlvA,gDYAZLO,2026-05-20 14:00:07,Bandra Hill Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDRA-356730,
db6N1LN,gDYAZLO,2026-05-20 14:00:24,Bandra Hill Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDRA-356731,
Z9NoLdo,ja54xQY,2026-05-20 14:01:21,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154371,
RW0d6jv,jaJ5ODJ,2026-05-20 14:02:33,Khanda Colony,Yes,,Yes,"Confirm kiya (eg ""Rate badha hai kya?"")",,,No change. Jaisa ban na tha bana.,ZKHAN-312205,
2jeBgze,A7AJlde,2026-05-20 14:03:06,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-514831,
5Xz4g6M,jaJ5ODJ,2026-05-20 14:04:12,Khanda Colony,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKHAN-312210,
J16db9Y,A7AJlde,2026-05-20 14:04:22,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-514833,
RW0d1kl,PdvE0Ad,2026-05-20 14:06:13,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196955,
YjQRXqq,jaJ5ODJ,2026-05-20 14:06:23,Khanda Colony,No,No,Yes,"Confirm kiya (eg ""Rate badha hai kya?"")",,,No change. Jaisa ban na tha bana.,ZKHAN-312211,
OQzlZGp,A7AJlde,2026-05-20 14:08:41,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-514834,
QoDMqZl,A7AJlde,2026-05-20 14:11:04,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-514835,
7XWb0xA,ja54xQY,2026-05-20 14:12:17,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154372,
7XWb0DL,ja54xQY,2026-05-20 14:12:32,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154373,
BEXKoZA,ja54xQY,2026-05-20 14:12:45,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154374,
rD6B9L5,A7AJlde,2026-05-20 14:12:49,Sanpada,No,No,Yes,"Confirm kiya (eg ""Rate badha hai kya?""), Smiled and asked the pharmacist ""Badh gya kya?!""",,,No change. Jaisa ban na tha bana.,SANP-514837,
9NWX0oE,PdvE0Ad,2026-05-20 14:13:25,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196957,
GezKEgk,ja54xQY,2026-05-20 14:13:47,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154375,
X5Dr6M4,jaJ5ODJ,2026-05-20 14:16:34,Khanda Colony,Yes,,No,,No,,No change. Jaisa ban na tha bana.,ZKHAN-312215,
jeyb8Ra,pbRdLAZ,2026-05-20 14:18:21,Goregaon,No,Yes,Yes,Discount  mange,No,,No change. Jaisa ban na tha bana.,ZGORE-395279,
J16dvKY,A7AJlde,2026-05-20 14:18:59,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-514838,
ArdKe2o,gDYAZLO,2026-05-20 14:19:24,Bandra Hill Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDRA-356732,
WJNrVNe,A7AJlde,2026-05-20 14:19:45,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-514839,
zEqN5qk,gDYAZLO,2026-05-20 14:19:47,Bandra Hill Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDRA-356733,
xVpj5Zv,jaJ5ODJ,2026-05-20 14:20:00,Khanda Colony,Yes,,No,,No,,No change. Jaisa ban na tha bana.,,
EqX57Lr,gDYAZLO,2026-05-20 14:20:06,Bandra Hill Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDRA-356736,
yX6N5o4,PdvE0Ad,2026-05-20 14:20:42,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196958,
o9yDLre,A7AJlde,2026-05-20 14:22:39,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-514840,
Kp6eK7A,ja54xQY,2026-05-20 14:22:41,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154376,
o9yDjE1,ja54xQY,2026-05-20 14:23:01,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154378,
YjQRAG6,ja54xQY,2026-05-20 14:23:18,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154379,
6D7eBze,PdvE0Ad,2026-05-20 14:25:20,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196959,
WJNr77L,A7AJlde,2026-05-20 14:25:57,Sanpada,No,No,Yes,"Confirm kiya (eg ""Rate badha hai kya?"")",,,No change. Jaisa ban na tha bana.,SANP-514841,
zEqN9O0,A7AJlde,2026-05-20 14:28:58,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-514842,Extension of bill SANP-514840
LDbzrNv,ja54xQY,2026-05-20 14:29:07,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154380,
GezKGVo,A7AJlde,2026-05-20 14:29:23,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-514843,
J16dPEd,ja54xQY,2026-05-20 14:29:30,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154381,
zEqN9aZ,A7AJlde,2026-05-20 14:30:09,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-514844,
J16dy17,A7AJlde,2026-05-20 14:34:06,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-514845,
rD6BXap,gDYAZLO,2026-05-20 14:34:20,Bandra Hill Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDRA-356737,
rD6BXAo,PdvE0Ad,2026-05-20 14:34:38,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196960,
ArdKk60,A7AJlde,2026-05-20 14:35:24,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-514846,
0Vx74A0,PdvE0Ad,2026-05-20 14:36:03,Khar,Yes,,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196961,
X5DrjVj,PdvE0Ad,2026-05-20 14:37:34,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196962,
2jeB0lj,ja54xQY,2026-05-20 14:39:21,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154382,
0Vx7XaN,A7AJlde,2026-05-20 14:39:37,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-514847,
o9yDWze,ja54xQY,2026-05-20 14:39:38,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154383,
J16d7gd,ja54xQY,2026-05-20 14:39:56,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154384,
PR6DVBP,jaJ5ODJ,2026-05-20 14:42:52,Khanda Colony,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZKHAN-312227,
Nq6DGb0,A7AJlde,2026-05-20 14:43:10,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-514848,
PR6DV4e,A7AJlde,2026-05-20 14:43:37,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-514849,
Vp0j2Oa,A7AJlde,2026-05-20 14:44:20,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-514850,
EqX5y9A,ja54xQY,2026-05-20 14:44:45,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154385,
DqNKglX,A7AJlde,2026-05-20 14:44:55,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-514851,
kby9MDZ,ja54xQY,2026-05-20 14:44:59,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154386,
jeybOD1,PdvE0Ad,2026-05-20 14:45:06,Khar,No,Yes,Yes,Checked price and asked how much discount applied?,,,No change. Jaisa ban na tha bana.,ZKRWT-196963,Called her husband to confirm the t
Z9Nop9V,ja54xQY,2026-05-20 14:45:16,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154387,
layqP6v,ja54xQY,2026-05-20 14:45:43,Colaba,No,No,No,,Yes,Eye brow upar ki,No change. Jaisa ban na tha bana.,ZCLBA-154388,
peKdlKq,A7AJlde,2026-05-20 14:46:00,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-514852,
